Id;Number;Title;Description;CompanyName;CompanyDescription;CompanyAddressStreet;CompanyAddressCity;CompanyAddressState;CompanyAddressZipCode;CompanyAddressCountry;CompanyPhoneNumber;CompanyFaxNumber;CompanyEmail;CompanyWebsite;CompanyWhatsApp;CompanyLinkedIn;CompanyFacebook;CompanyInstagram;CompanyTwitter;DateProspecting;DateClosingEstimation;DateClosingActual;AmountTargeted;AmountClosed;BudgetScore;AuthorityScore;NeedScore;TimelineScore;PipelineStage;ClosingStatus;ClosingNote;CampaignId;SalesTeamId;IsDeleted;CreatedAtUtc;CreatedById;UpdatedAtUtc;UpdatedById
0e3972f0-aabf-40e7-880f-b2aa03fc1246;011320250324LEA;Lead from décembre 2024;Lead description for décembre 2024;Company Name 4686;Sample company description;123 Main St;Anytown;State;12345;Country;+1278-193-1349;+1140-665-8966;info7882@company.com;www.company1560.com;+1466-204-6600;linkedin.com/company3432;facebook.com/company9348;instagram.com/company1488;twitter.com/company7543;2024-12-12 00:00:00;2025-02-03 00:00:00;2025-02-06 00:00:00;380000;190000;30;30;70;30;Qualification;2;Sample closing note;5404148a-c276-4cae-9d0f-b2aa03fc005c;61b8d821-f160-426b-9727-b2aa03fbfdd2;False;2025-03-24 18:34:11;;;
0f45fab5-42ec-4095-a937-b2aa03fc1177;008220250324LEA;Lead from avril 2024;Lead description for avril 2024;Company Name 2533;Sample company description;123 Main St;Anytown;State;12345;Country;+1461-537-8956;+1337-638-8545;info9528@company.com;www.company8633.com;+1260-314-9813;linkedin.com/company8651;facebook.com/company9565;instagram.com/company4252;twitter.com/company7392;2024-04-19 00:00:00;2024-07-16 00:00:00;2024-07-18 00:00:00;240000;740000;50;30;10;20;Qualification;1;Sample closing note;f70ece64-ca24-4c67-b019-b2aa03fc009b;54e21fc0-f101-4a3f-9d2b-b2aa03fbfdd2;False;2025-03-24 18:34:11;;;
0f6ec70f-7395-44d2-badd-b2aa03fc1386;016120250324LEA;Lead from février 2025;Lead description for février 2025;Company Name 2710;Sample company description;123 Main St;Anytown;State;12345;Country;+1252-961-1632;+1220-504-5640;info6993@company.com;www.company5940.com;+1376-918-2446;linkedin.com/company5312;facebook.com/company3843;instagram.com/company9288;twitter.com/company6779;2025-02-09 00:00:00;2025-03-21 00:00:00;2025-03-21 00:00:00;620000;130000;40;80;60;90;NeedAnalysis;0;Sample closing note;f36145ff-1377-4a09-b67c-b2aa03fc00a0;e55ebd5e-2201-45e1-8714-b2aa03fbfdd2;False;2025-03-24 18:34:11;;;
105f7aff-c3e8-46a8-97be-b2aa03fc115d;007820250324LEA;Lead from février 2025;Lead description for février 2025;Company Name 1847;Sample company description;123 Main St;Anytown;State;12345;Country;+1546-545-9929;+1809-952-8308;info3010@company.com;www.company5639.com;+1424-529-2700;linkedin.com/company2244;facebook.com/company8365;instagram.com/company8070;twitter.com/company5570;2025-02-15 00:00:00;2025-04-22 00:00:00;2025-04-19 00:00:00;380000;510000;70;30;20;50;Prospecting;0;Sample closing note;c028eae2-984e-470e-bbda-b2aa03fc00d7;f1cb0a7d-1076-44c2-b826-b2aa03fbfdd2;False;2025-03-24 18:34:11;;;
10a557b8-37ee-478d-8379-b2aa03fc1184;008420250324LEA;Lead from juillet 2024;Lead description for juillet 2024;Company Name 4306;Sample company description;123 Main St;Anytown;State;12345;Country;+1506-601-8721;+1132-468-2449;info7019@company.com;www.company8509.com;+1423-330-7110;linkedin.com/company5775;facebook.com/company5676;instagram.com/company1658;twitter.com/company6014;2024-07-14 00:00:00;2024-10-07 00:00:00;2024-09-27 00:00:00;180000;340000;50;70;60;80;Qualification;2;Sample closing note;c028eae2-984e-470e-bbda-b2aa03fc00d7;f1cb0a7d-1076-44c2-b826-b2aa03fbfdd2;False;2025-03-24 18:34:11;;;
10ca99c0-79fe-4e0b-acda-b2aa03fc138c;016220250324LEA;Lead from juin 2024;Lead description for juin 2024;Company Name 6688;Sample company description;123 Main St;Anytown;State;12345;Country;+1407-188-8849;+1668-621-5949;info1346@company.com;www.company1366.com;+1477-767-3152;linkedin.com/company7228;facebook.com/company7071;instagram.com/company2746;twitter.com/company5525;2024-06-08 00:00:00;2024-08-21 00:00:00;2024-08-28 00:00:00;850000;430000;100;20;60;50;NeedAnalysis;0;Sample closing note;058466b6-f0e7-4176-8f5e-b2aa03fc0073;ba4c358b-a997-4df2-b4c4-b2aa03fbfdd2;False;2025-03-24 18:34:11;;;
11708054-c7b8-40c1-81e3-b2aa03fc1573;022820250324LEA;Lead from mai 2024;Lead description for mai 2024;Company Name 5758;Sample company description;123 Main St;Anytown;State;12345;Country;+1521-575-1589;+1383-871-8722;info1828@company.com;www.company1493.com;+1302-501-8129;linkedin.com/company5329;facebook.com/company9185;instagram.com/company8690;twitter.com/company5655;2024-05-02 00:00:00;2024-07-13 00:00:00;2024-07-14 00:00:00;890000;160000;20;20;70;30;Proposal;1;Sample closing note;f70ece64-ca24-4c67-b019-b2aa03fc009b;61b8d821-f160-426b-9727-b2aa03fbfdd2;False;2025-03-24 18:34:12;;;
11f74979-dac5-47c5-abb1-b2aa03fc101d;002920250324LEA;Lead from octobre 2024;Lead description for octobre 2024;Company Name 7367;Sample company description;123 Main St;Anytown;State;12345;Country;+1607-829-3205;+1385-572-1060;info9702@company.com;www.company9978.com;+1987-965-2441;linkedin.com/company1584;facebook.com/company1504;instagram.com/company3499;twitter.com/company7195;2024-10-10 00:00:00;2024-12-10 00:00:00;2024-12-11 00:00:00;740000;580000;80;40;100;30;Prospecting;1;Sample closing note;9626db94-2cd7-4aa9-bc0a-b2aa03fc00b1;e55ebd5e-2201-45e1-8714-b2aa03fbfdd2;False;2025-03-24 18:34:10;;;
129b34b1-c79b-4d36-ae1c-b2aa03fc0fea;001920250324LEA;Lead from avril 2024;Lead description for avril 2024;Company Name 3570;Sample company description;123 Main St;Anytown;State;12345;Country;+1697-759-3689;+1744-592-2787;info2249@company.com;www.company7481.com;+1544-334-7157;linkedin.com/company4504;facebook.com/company3233;instagram.com/company8939;twitter.com/company9196;2024-04-12 00:00:00;2024-06-26 00:00:00;2024-06-28 00:00:00;580000;370000;90;10;70;40;Prospecting;1;Sample closing note;9626db94-2cd7-4aa9-bc0a-b2aa03fc00b1;0fdab04e-8d91-4c2b-9779-b2aa03fbfdd2;False;2025-03-24 18:34:10;;;
13efd282-20e8-4f5c-97ae-b2aa03fc10df;006020250324LEA;Lead from septembre 2024;Lead description for septembre 2024;Company Name 9370;Sample company description;123 Main St;Anytown;State;12345;Country;+1353-713-1065;+1355-994-1559;info5298@company.com;www.company1595.com;+1578-522-9651;linkedin.com/company5669;facebook.com/company9137;instagram.com/company5811;twitter.com/company7941;2024-09-14 00:00:00;2024-12-06 00:00:00;2024-11-29 00:00:00;480000;810000;40;60;10;20;Prospecting;1;Sample closing note;ec3f98eb-2acd-41b9-acbd-b2aa03fc0065;16a148fd-43ec-4ed8-9935-b2aa03fbfdd2;False;2025-03-24 18:34:11;;;
1461c355-aac8-4f43-a7bc-b2aa03fc1230;011020250324LEA;Lead from mai 2024;Lead description for mai 2024;Company Name 6829;Sample company description;123 Main St;Anytown;State;12345;Country;+1517-902-9878;+1266-222-1846;info4265@company.com;www.company2826.com;+1175-884-6068;linkedin.com/company8233;facebook.com/company9271;instagram.com/company2735;twitter.com/company6699;2024-05-11 00:00:00;2024-07-26 00:00:00;2024-07-29 00:00:00;470000;420000;70;90;70;80;Qualification;0;Sample closing note;33cf30d9-b070-4130-9506-b2aa03fc0077;f7d2c56c-9188-4a28-a240-b2aa03fbfdd2;False;2025-03-24 18:34:11;;;
146f6ed3-4e67-4356-aff1-b2aa03fc17c5;032020250324LEA;Lead from décembre 2024;Lead description for décembre 2024;Company Name 5328;Sample company description;123 Main St;Anytown;State;12345;Country;+1532-496-6066;+1799-357-9613;info1903@company.com;www.company4509.com;+1274-571-8073;linkedin.com/company1437;facebook.com/company7486;instagram.com/company7445;twitter.com/company4449;2024-12-01 00:00:00;2025-02-23 00:00:00;2025-03-04 00:00:00;750000;580000;60;30;100;30;DecisionMaking;0;Sample closing note;ec0ebda0-a35f-48c9-895f-b2aa03fc00ac;54e21fc0-f101-4a3f-9d2b-b2aa03fbfdd2;False;2025-03-24 18:34:12;;;
16280666-4a9f-43fd-be2e-b2aa03fc12b8;012820250324LEA;Lead from février 2025;Lead description for février 2025;Company Name 6130;Sample company description;123 Main St;Anytown;State;12345;Country;+1446-905-6190;+1987-621-1330;info2124@company.com;www.company7166.com;+1889-962-2568;linkedin.com/company4010;facebook.com/company1376;instagram.com/company5237;twitter.com/company5010;2025-02-17 00:00:00;2025-03-31 00:00:00;2025-03-29 00:00:00;730000;40000;50;80;90;90;Qualification;2;Sample closing note;c028eae2-984e-470e-bbda-b2aa03fc00d7;3141d230-1d88-47ee-9721-b2aa03fbfdd2;False;2025-03-24 18:34:11;;;
168236f8-4452-4f3b-916c-b2aa03fc161a;025320250324LEA;Lead from juillet 2024;Lead description for juillet 2024;Company Name 3348;Sample company description;123 Main St;Anytown;State;12345;Country;+1250-939-7340;+1989-233-1396;info5769@company.com;www.company8481.com;+1298-326-7358;linkedin.com/company5287;facebook.com/company5097;instagram.com/company1899;twitter.com/company3975;2024-07-08 00:00:00;2024-10-04 00:00:00;2024-10-10 00:00:00;220000;260000;20;60;50;100;Proposal;0;Sample closing note;cf78bc37-19c1-4b6a-8ec6-b2aa03fc00ee;0fdab04e-8d91-4c2b-9779-b2aa03fbfdd2;False;2025-03-24 18:34:12;;;
16e02452-2a99-41c5-aa46-b2aa03fc17b4;031820250324LEA;Lead from juin 2024;Lead description for juin 2024;Company Name 1173;Sample company description;123 Main St;Anytown;State;12345;Country;+1477-560-7531;+1334-344-2895;info8011@company.com;www.company1821.com;+1866-535-5552;linkedin.com/company6163;facebook.com/company8267;instagram.com/company9602;twitter.com/company5889;2024-06-06 00:00:00;2024-07-13 00:00:00;2024-07-21 00:00:00;680000;410000;30;80;40;80;DecisionMaking;1;Sample closing note;3312e42a-89aa-4a3b-a028-b2aa03fc003f;e4e96285-88c8-49a0-b683-b2aa03fbfdd2;False;2025-03-24 18:34:12;;;
1b8abf93-fffc-4540-bc0d-b2aa03fc1831;033620250324LEA;Lead from avril 2024;Lead description for avril 2024;Company Name 4885;Sample company description;123 Main St;Anytown;State;12345;Country;+1142-158-2208;+1519-384-7887;info2631@company.com;www.company3325.com;+1303-854-5505;linkedin.com/company4507;facebook.com/company2656;instagram.com/company3898;twitter.com/company4842;2024-04-13 00:00:00;2024-05-30 00:00:00;2024-06-03 00:00:00;640000;650000;60;60;10;20;Closed;2;Sample closing note;e2ddb175-6713-4ada-bd5d-b2aa03fc0092;0fdab04e-8d91-4c2b-9779-b2aa03fbfdd2;False;2025-03-24 18:34:12;;;
1c834b13-bb4f-4f25-b86c-b2aa03fc1256;011520250324LEA;Lead from juin 2024;Lead description for juin 2024;Company Name 9676;Sample company description;123 Main St;Anytown;State;12345;Country;+1219-954-6536;+1864-874-6878;info7504@company.com;www.company5990.com;+1610-446-9038;linkedin.com/company9529;facebook.com/company9206;instagram.com/company1106;twitter.com/company7687;2024-06-11 00:00:00;2024-08-14 00:00:00;2024-08-07 00:00:00;340000;710000;60;10;50;50;Qualification;0;Sample closing note;ec3f98eb-2acd-41b9-acbd-b2aa03fc0065;16a148fd-43ec-4ed8-9935-b2aa03fbfdd2;False;2025-03-24 18:34:11;;;
1cfe9c04-0591-481f-a549-b2aa03fc1867;034420250324LEA;Lead from avril 2024;Lead description for avril 2024;Company Name 9676;Sample company description;123 Main St;Anytown;State;12345;Country;+1231-109-2350;+1997-486-1405;info6775@company.com;www.company5618.com;+1461-892-5492;linkedin.com/company4797;facebook.com/company4703;instagram.com/company4129;twitter.com/company1637;2024-04-09 00:00:00;2024-05-26 00:00:00;2024-05-25 00:00:00;880000;770000;40;60;70;30;Closed;2;Sample closing note;f70ece64-ca24-4c67-b019-b2aa03fc009b;e4e96285-88c8-49a0-b683-b2aa03fbfdd2;False;2025-03-24 18:34:12;;;
1e58536e-57cf-4b9a-a339-b2aa03fc105c;003820250324LEA;Lead from avril 2024;Lead description for avril 2024;Company Name 7334;Sample company description;123 Main St;Anytown;State;12345;Country;+1529-173-5145;+1269-270-6833;info8300@company.com;www.company1178.com;+1727-673-1463;linkedin.com/company3682;facebook.com/company3170;instagram.com/company3673;twitter.com/company5241;2024-04-02 00:00:00;2024-06-09 00:00:00;2024-06-05 00:00:00;840000;630000;10;90;30;80;Prospecting;2;Sample closing note;e5120cd5-9160-464e-b38f-b2aa03fc0089;61b8d821-f160-426b-9727-b2aa03fbfdd2;False;2025-03-24 18:34:10;;;
1ea6b1ce-b7ac-4b51-8cb9-b2aa03fc0fe3;001820250324LEA;Lead from octobre 2024;Lead description for octobre 2024;Company Name 8746;Sample company description;123 Main St;Anytown;State;12345;Country;+1835-996-4341;+1938-346-8133;info6663@company.com;www.company7605.com;+1900-731-7578;linkedin.com/company4928;facebook.com/company3033;instagram.com/company6148;twitter.com/company2560;2024-10-04 00:00:00;2024-11-27 00:00:00;2024-11-17 00:00:00;60000;640000;60;50;80;40;Prospecting;2;Sample closing note;f70ece64-ca24-4c67-b019-b2aa03fc009b;ba4c358b-a997-4df2-b4c4-b2aa03fbfdd2;False;2025-03-24 18:34:10;;;
1ebf8b55-866e-4944-be30-b2aa03fc165c;026320250324LEA;Lead from août 2024;Lead description for août 2024;Company Name 9932;Sample company description;123 Main St;Anytown;State;12345;Country;+1486-354-2167;+1508-875-5532;info7803@company.com;www.company9625.com;+1622-826-9596;linkedin.com/company6138;facebook.com/company3250;instagram.com/company3230;twitter.com/company6084;2024-08-21 00:00:00;2024-10-05 00:00:00;2024-10-15 00:00:00;170000;750000;40;60;80;20;Negotiation;0;Sample closing note;9626db94-2cd7-4aa9-bc0a-b2aa03fc00b1;f1cb0a7d-1076-44c2-b826-b2aa03fbfdd2;False;2025-03-24 18:34:12;;;
1ec3ff39-219e-45cc-9b48-b2aa03fc12e1;013420250324LEA;Lead from mai 2024;Lead description for mai 2024;Company Name 1825;Sample company description;123 Main St;Anytown;State;12345;Country;+1811-871-4704;+1335-223-9601;info2687@company.com;www.company8854.com;+1696-197-4723;linkedin.com/company2584;facebook.com/company9951;instagram.com/company6367;twitter.com/company2972;2024-05-27 00:00:00;2024-08-12 00:00:00;2024-08-18 00:00:00;290000;800000;40;10;40;10;Qualification;1;Sample closing note;c028eae2-984e-470e-bbda-b2aa03fc00d7;54e21fc0-f101-4a3f-9d2b-b2aa03fbfdd2;False;2025-03-24 18:34:11;;;
1faa7ff5-5b39-4937-ad58-b2aa03fc1647;026020250324LEA;Lead from septembre 2024;Lead description for septembre 2024;Company Name 7080;Sample company description;123 Main St;Anytown;State;12345;Country;+1542-110-1266;+1452-301-6438;info7088@company.com;www.company4241.com;+1894-376-5053;linkedin.com/company1378;facebook.com/company2460;instagram.com/company8422;twitter.com/company1061;2024-09-24 00:00:00;2024-11-11 00:00:00;2024-11-18 00:00:00;110000;500000;40;30;40;10;Proposal;0;Sample closing note;9626db94-2cd7-4aa9-bc0a-b2aa03fc00b1;f1cb0a7d-1076-44c2-b826-b2aa03fbfdd2;False;2025-03-24 18:34:12;;;
202a1c73-7f0f-4e34-8f2f-b2aa03fc15c9;024020250324LEA;Lead from juillet 2024;Lead description for juillet 2024;Company Name 2935;Sample company description;123 Main St;Anytown;State;12345;Country;+1220-350-2933;+1619-811-2651;info1990@company.com;www.company2122.com;+1992-632-5534;linkedin.com/company9294;facebook.com/company2274;instagram.com/company5895;twitter.com/company2009;2024-07-16 00:00:00;2024-08-25 00:00:00;2024-08-20 00:00:00;740000;90000;20;80;60;20;Proposal;2;Sample closing note;ec3f98eb-2acd-41b9-acbd-b2aa03fc0065;54e21fc0-f101-4a3f-9d2b-b2aa03fbfdd2;False;2025-03-24 18:34:12;;;
225f32fb-2acd-4976-8d76-b2aa03fc177b;030920250324LEA;Lead from juin 2024;Lead description for juin 2024;Company Name 2351;Sample company description;123 Main St;Anytown;State;12345;Country;+1931-694-2339;+1896-121-1154;info2990@company.com;www.company7563.com;+1162-456-5725;linkedin.com/company5212;facebook.com/company5499;instagram.com/company7890;twitter.com/company8966;2024-06-22 00:00:00;2024-09-02 00:00:00;2024-08-23 00:00:00;70000;880000;50;30;90;30;DecisionMaking;1;Sample closing note;3f982491-62de-438b-839a-b2aa03fc007c;f7d2c56c-9188-4a28-a240-b2aa03fbfdd2;False;2025-03-24 18:34:12;;;
23c5f929-1963-4fc5-a051-b2aa03fc1062;003920250324LEA;Lead from septembre 2024;Lead description for septembre 2024;Company Name 7149;Sample company description;123 Main St;Anytown;State;12345;Country;+1487-417-8481;+1253-433-3730;info9518@company.com;www.company1242.com;+1661-860-5058;linkedin.com/company9949;facebook.com/company1517;instagram.com/company7760;twitter.com/company3044;2024-09-10 00:00:00;2024-10-11 00:00:00;2024-10-02 00:00:00;830000;380000;70;50;90;80;Prospecting;2;Sample closing note;33cf30d9-b070-4130-9506-b2aa03fc0077;ba4c358b-a997-4df2-b4c4-b2aa03fbfdd2;False;2025-03-24 18:34:10;;;
24c676e2-0a3e-4dec-8a4f-b2aa03fc1840;033820250324LEA;Lead from février 2025;Lead description for février 2025;Company Name 5589;Sample company description;123 Main St;Anytown;State;12345;Country;+1940-525-3531;+1161-921-8739;info8968@company.com;www.company6217.com;+1479-353-9569;linkedin.com/company8709;facebook.com/company3370;instagram.com/company1548;twitter.com/company5785;2025-02-25 00:00:00;2025-04-01 00:00:00;2025-04-01 00:00:00;450000;50000;10;60;10;50;Closed;1;Sample closing note;3312e42a-89aa-4a3b-a028-b2aa03fc003f;54e21fc0-f101-4a3f-9d2b-b2aa03fbfdd2;False;2025-03-24 18:34:12;;;
252e373c-c372-4b55-a681-b2aa03fc1557;022420250324LEA;Lead from août 2024;Lead description for août 2024;Company Name 9878;Sample company description;123 Main St;Anytown;State;12345;Country;+1446-273-1965;+1388-134-5097;info3127@company.com;www.company7839.com;+1600-319-1529;linkedin.com/company4379;facebook.com/company1742;instagram.com/company1613;twitter.com/company6839;2024-08-20 00:00:00;2024-10-28 00:00:00;2024-11-07 00:00:00;280000;780000;20;20;80;60;Proposal;1;Sample closing note;c028eae2-984e-470e-bbda-b2aa03fc00d7;54e21fc0-f101-4a3f-9d2b-b2aa03fbfdd2;False;2025-03-24 18:34:12;;;
